time,seconds_elapsed,z,y,x
1681147568826142700,0.024142822265625,-0.1584609616845846,0.20917261952906846,0.16758447159975767
1681147568836214800,0.03421484375,0.1775976238310337,0.1806786387115717,0.22092224016413092
1681147568846286800,0.044286865234375,0.2592535782545805,0.06490004993379116,0.02992751618537586
1681147568856358700,0.054358642578125,0.3390174353212118,-0.02621931388378143,-0.22166429070308802
1681147568866430700,0.0644306640625,0.44400808810293674,0.02591886963248253,-0.4794556874506175
1681147568876502800,0.074502685546875,0.44516661048829553,0.11799860291481018,-0.6594369915477931
1681147568886574800,0.084574951171875,0.4847732292115688,0.22498305986225603,-0.6837561708986759
1681147568896646700,0.094646728515625,0.6270142929792404,0.2677478503555059,-0.6166060039505362
1681147568906718700,0.10471875,0.8105436449468135,0.17048223886787892,-0.46036301057636736
1681147568916791000,0.114791015625,0.7501099267721175,0.013252280282974243,-0.32370866089984773
1681147568926862800,0.12486279296875,0.510468811482191,-0.13361381293684244,-0.33675475108623504
1681147568936935000,0.134934814453125,0.1882674864053726,-0.1304541798621416,-0.49764016343876716
1681147568947007000,0.145007080078125,-0.0864700767070055,-0.03782207339406013,-0.5313302881272509
1681147568957079000,0.1550791015625,-0.13825520900189875,0.10990735865682363,-0.47236737315747884
1681147568967150800,0.16515087890625,-0.05554477708935737,0.25038199727386234,-0.34377537043802436
1681147568977223000,0.175222900390625,0.02439677463173866,0.29914895079135895,-0.3087974344287068
1681147568987295000,0.185294921875,0.4523375250309705,0.2485387074947357,0.026476868841424583
1681147568997366800,0.19536669921875,0.5068418531566858,-0.0400084775224328,0.7346507840946316
1681147569007438800,0.20543896484375,-0.13737199642658232,-0.524650481569767,0.9324422509748488
1681147569017511000,0.215510986328125,-0.2891875287473202,-0.6898854674339294,0.8480744072441011
1681147569027583000,0.2255830078125,-0.20420213764011858,-0.7516577407360077,0.9339918915696441
1681147569037654800,0.23565478515625,-0.35607729119360443,-0.7394596456810831,1.0578398050345479
1681147569047726800,0.245726806640625,-0.5315986932724714,-0.7088792139783501,1.0063749176699668
1681147569057799000,0.255798828125,-0.45271220356225966,-0.7681579168990254,0.88864504869394
1681147569067871000,0.26587109375,-0.4756628710389137,-0.7532491015806794,0.7798181056849658
1681147569077942800,0.27594287109375,-0.4575111282765865,-0.6969406466424465,0.7448264334112406
1681147569088014800,0.286014892578125,-0.28730887539386746,-0.46870910637825725,0.625885727340728
1681147569098087000,0.2960869140625,-0.4010176721602678,-0.054555766052007675,0.31291268772780895
1681147569108158700,0.30615869140625,-0.9414724565833806,0.3360904419586062,-0.02083871682398021
1681147569118230800,0.316230712890625,-1.3776169717043638,0.6047519000276923,-0.338703510533832
1681147569128302800,0.326302734375,-1.0552022961378096,0.7891793698787689,-0.45631103177182375
1681147569138375000,0.336375,-0.47765609068274495,0.8084145239636301,-0.19523323376476764
1681147569148446700,0.34644677734375,-0.474987163734436,0.5780360347986221,-0.2231640277415514
1681147569158518800,0.356518798828125,-0.23634382731020448,0.5121992885366082,-0.3328155850064009
1681147569168590800,0.3665908203125,0.1622913336277008,0.7846276979237794,-0.21109650026373564
1681147569178662700,0.37666259765625,0.16062193911075592,1.160229773798585,-0.3211024239242077
1681147569188734700,0.386734619140625,0.32012744141221045,1.0270125589638948,-0.8325155305191874
1681147569198806800,0.396806884765625,0.6603717881798744,0.6933370691925287,-1.045104315167293
1681147569208878800,0.40687890625,0.9763894561856985,0.4908265379011631,-0.7253789517499506
1681147569218950700,0.41695068359375,1.1028922680735587,0.4953209267109632,-0.30679062465094026
1681147569229022700,0.427022705078125,1.050975618353486,0.478870142647624,-0.12961553708091378
1681147569239094800,0.4370947265625,1.0056792635560035,0.33929245287030935,-0.10814042204953729
1681147569249166800,0.447166748046875,1.1465624829739332,0.16427520092129708,-0.13503909649960696
1681147569259239000,0.457239013671875,0.9152052119046449,-0.02604074244648218,-0.08368640080522745
1681147569269311000,0.46731103515625,0.13333295016884802,0.09513912085294723,0.0981896675299853
1681147569279383000,0.477383056640625,-0.15479893204569817,0.2553869659543037,0.16213862728402018
1681147569289454800,0.487454833984375,0.03763853352069855,0.15295798035413025,0.02550276311226189
1681147569299527000,0.49752685546875,0.2951870614230633,-0.05802694929391145,-0.16684643964879214
1681147569309599000,0.507598876953125,0.6097182902634144,-0.2603390354037285,-0.22407259395383297
1681147569319671000,0.517671142578125,0.751979812297225,-0.3412950248643756,-0.07908639619648457
1681147569329742800,0.527742919921875,0.5329635518848895,-0.2842182159021497,0.1839981385231018
1681147569339815000,0.53781494140625,0.14318331305384635,-0.27647885382175447,0.30265272112861275
1681147569349887000,0.547886962890625,-0.19215689505934713,0.012849544700980186,0.2962400045420974
1681147569359958800,0.557958740234375,-0.5060036487668752,0.15235095437169074,0.436992875578627
1681147569370030800,0.56803076171875,-0.3723632400840521,-0.20034984612613915,0.37138818450681865
1681147569380103000,0.57810302734375,0.10211655865013598,-0.5050760125279427,0.3023514000944793
1681147569390175000,0.588175048828125,0.44281683249175546,-0.42138329157978294,0.30306473599560557
1681147569400246800,0.598246826171875,0.4859972180485725,-0.09351707260906696,0.2427646541379392
1681147569410320000,0.60831982421875,0.39703649356961246,0.00647065731883049,0.0010223287850618362
1681147569420391700,0.6183916015625,0.2887900538623333,-0.1830482904523611,-0.3452139518737793
1681147569430463700,0.628463623046875,0.15760405259430407,-0.4322419547244906,-0.5727113326445221
1681147569440535800,0.638535888671875,-0.09727321027219295,-0.4644999642506242,-0.38539793209359047
1681147569450607900,0.64860791015625,-0.32733050465881824,-0.45850335418432947,-0.04640898764792364
