time,seconds_elapsed,z,y,x
1681320637409902000,0.027902099609375,0.06816752729713917,0.2136602863371372,0.04143872952125966
1681320637419872000,0.0378720703125,-0.01215221008658409,0.32558892168849707,0.13720263120904563
1681320637429842000,0.047842041015625,-0.12552315320074559,0.39056700529456134,0.09425327792912722
1681320637439811800,0.057811767578125,-0.14400807344019412,0.4348265643902123,-0.013559300405532122
1681320637449782000,0.067781982421875,-0.034648704054951664,0.38933629445582624,-0.0005501812286674977
1681320637459752200,0.077752197265625,-0.02855389431118965,0.30340894632339477,0.07245769877173006
1681320637469722000,0.08772216796875,-0.05164893869459629,0.22003625110983846,0.14573913501650093
1681320637479691000,0.09769091796875,0.021353169152140618,0.18112272921726105,0.15674769149329512
1681320637489661000,0.107660888671875,-0.011310498565435409,0.19775573797971008,0.1166776565093547
1681320637499630800,0.117630859375,-0.08189093222320079,0.24029811789393424,0.05917166234962642
1681320637509601000,0.12760107421875,-0.10526713163554668,0.325948987172544,0.011611892664805053
1681320637519571000,0.137571044921875,-0.09005494945645331,0.34927053378820416,-0.010661971528828144
1681320637529541000,0.147541015625,-0.09772679925858974,0.30786563347131013,0.0024505349572747945
1681320637539511000,0.157510986328125,-0.0359586176097393,0.2573243637576699,0.04033646736778319
1681320637549481000,0.16748095703125,-0.0371744231402874,0.1779777091898024,0.08767864877916871
1681320637559451100,0.177451171875,-0.08719663741588592,0.11294146565571427,0.09597482275841757
1681320637569421000,0.187421142578125,-0.04881751466095447,0.09731354228258132,0.0676142042633146
1681320637579390000,0.197389892578125,-0.030411504876613614,0.11588511789217591,0.014199918130319565
1681320637589359900,0.20735986328125,-0.0306692790299654,0.1813335954889655,0.006680939068645238
1681320637599330000,0.217330078125,-0.03649754679203033,0.21387334456592796,0.012562836714088916
1681320637609300000,0.227300048828125,-0.050365328624844545,0.19068068502694369,0.01807151713296771
1681320637619270100,0.237270263671875,-0.05079319864809513,0.1400925074316561,0.025839886112138628
1681320637629238300,0.24723828125,0.056553077349066734,0.10436696792542934,-0.013838336542621255
1681320637639208400,0.25720849609375,0.11028583658039569,0.054677784996479746,-0.04338584500104189
1681320637649178600,0.2671787109375,0.0022919103294610976,0.008628858266025781,-0.019432137961685657
1681320637659148500,0.2771484375,-0.07757657615542411,-0.002905366052687168,0.03490019459798932
1681320637669118500,0.287118408203125,-0.08658522751927375,0.03231441588848829,0.0751920921716839
1681320637679087400,0.29708740234375,-0.02712006211578846,0.07403042798116803,0.024026991471275686
1681320637689057300,0.307057373046875,-0.11431436144411564,0.07094342175126075,-0.04386639505960047
1681320637699027500,0.31702734375,-0.17650456789731978,0.04424012374281883,-0.06833331231810152
1681320637708997400,0.326997314453125,-0.11510989573597907,0.05263035094738006,-0.07741210630871355
1681320637718967600,0.336967529296875,-0.04279284754395485,0.06276654503643513,-0.0772794198397547
1681320637728937500,0.3469375,-0.09183657217621803,0.050201662495732303,-0.022167590807564554
1681320637738907600,0.35690771484375,-0.1916366705775261,-0.028517215562611817,0.044041605496034024
1681320637748877600,0.366877685546875,-0.20357377660870551,-0.10149638092517853,0.07884009328521788
1681320637758847500,0.376847412109375,-0.10656243214309215,-0.0920733035415411,0.04064589864313602
1681320637768817400,0.3868173828125,-0.08272153782844544,-0.03978562855198979,-0.03018836364522576
1681320637778786300,0.396786376953125,-0.07529284913241863,-0.0030465280890464783,-0.0844988496992737
1681320637788756500,0.406756591796875,-0.016840075641870497,-0.014780074372142552,-0.10309519442394376
1681320637798726700,0.4167265625,0.03363865022957325,-0.04115180233865976,-0.08280799226919189
1681320637808696600,0.426696533203125,0.038193244794011115,-0.06426029072552919,-0.04276004125289619
1681320637818666500,0.43666650390625,0.10950725342333316,-0.077898501586169,-0.027783512726891783
1681320637828636400,0.446636474609375,0.07774374941587447,-0.0880754660770297,0.0030723931826651093
1681320637838606300,0.4566064453125,0.06184124688506126,-0.09254691240265965,-0.007031579137220978
1681320637848576500,0.466576416015625,0.10401742383539676,-0.09636632456034422,-0.0173970519375056
1681320637858546400,0.47654638671875,0.10927227562367915,-0.12144728206396102,0.013391907949373125
1681320637868516400,0.486516357421875,0.06504325779676437,-0.1612739732787013,0.07634190152762457
1681320637878485500,0.496485595703125,0.05844459018409252,-0.1888790424324572,0.1133561839364469
1681320637888455400,0.506455322265625,0.08725918125808238,-0.20729776556789875,0.13017287870272992
1681320637898425600,0.516425537109375,0.09557985035777092,-0.2207560898169875,0.13363069100640712
1681320637908395500,0.5263955078125,0.0476268435716629,-0.24422259786128997,0.11232713314965366
1681320637918365400,0.536365478515625,0.0823918674826622,-0.266315479464829,0.08275660914182663
1681320637928335400,0.54633544921875,0.13681611610949038,-0.3013974603705108,0.09000658027008175
1681320637938305300,0.55630517578125,0.09639467387199402,-0.3544420912072062,0.12620585650159044
1681320637948275500,0.566275390625,0.06391629959344863,-0.42412586828619236,0.16654460715800523
1681320637958245600,0.57624560546875,0.046292380097508426,-0.46899143045097585,0.18485307485200464
1681320637968215600,0.586215576171875,0.031074352699518203,-0.49293563900962467,0.19253045934578403
1681320637978185500,0.596185546875,0.038059389281272886,-0.513752217067033,0.19342061311854047
1681320637988154400,0.606154296875,0.06407762763500213,-0.5144260246753692,0.18919693100890145
1681320637998124300,0.616124267578125,0.08355389699935913,-0.4810908874370157,0.16807488546520472
1681320638008094500,0.626094482421875,0.12038169865906238,-0.46374388518631454,0.135841425858438
1681320638018064400,0.636064453125,0.13865151484310625,-0.45028643772006033,0.08919533695243298
1681320638028034600,0.64603466796875,0.17090777080357072,-0.4646387881994247,0.09149667269736528
